FirstSurvey,Surveyno,WVDNRID,Date,JulianDay,Year,County,Scout,Land,Hours,PublicPrivate,Gobbling,Gcalled,GSeen,JSeen,GKilled,GCrip,GMissed,Intensity,HHeard,TotCalled,HSeen,HCalled,UnknownTK,Deer,Squirrels,Bear,Fox,Bobcats,RGFlushed,RGDrum,Coyotes,TKWinKill,DRWinKill,Temp,Precip,Wind,Cloud,Woods,Batch,Region,District,StartDate,WOS
0,190273,,4/25/2019,114,2019,Randolph,0,0,3,,0,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N225,2,3,4/15/2019,2
0,190273,,4/24/2019,113,2019,Randolph,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,2,3,4/15/2019,2
0,190273,,4/23/2019,112,2019,Randolph,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,2,3,4/15/2019,2
0,190273,,4/22/2019,111,2019,Randolph,0,0,3,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,2,3,4/15/2019,2
0,190273,,4/20/2019,109,2019,Randolph,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,2,3,4/15/2019,1
0,190273,,4/19/2019,108,2019,Randolph,0,0,3,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,GH19N225,2,3,4/15/2019,1
0,190273,,4/17/2019,106,2019,Randolph,0,0,4,,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N225,2,3,4/15/2019,1
1,190273,,4/16/2019,105,2019,Randolph,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N225,2,3,4/15/2019,1
0,190272,,5/8/2019,127,2019,Wayne,0,0,4,,2,0,1,0,0,0,0,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,GH19N225,6,5,4/15/2019,4
0,190272,,5/7/2019,126,2019,Wayne,0,0,2,,0,1,1,0,0,0,0,,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,GH19N225,6,5,4/15/2019,4
0,190272,,5/6/2019,125,2019,Wayne,0,0,2,,0,1,1,0,0,0,0,,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,GH19N225,6,5,4/15/2019,4
0,190272,,5/3/2019,122,2019,Wayne,0,0,3,,0,3,4,0,0,0,0,,0,5,3,2,4,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,GH19N225,6,5,4/15/2019,3
0,190272,,5/2/2019,121,2019,Wayne,0,0,3,,1,0,3,0,0,0,0,5,0,0,3,0,3,4,8,0,0,0,0,0,0,0,0,2,5,1,0,0,GH19N225,6,5,4/15/2019,3
0,190272,,4/30/2019,119,2019,Wayne,0,0,1.5,,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,GH19N225,6,5,4/15/2019,3
0,190272,,4/23/2019,112,2019,Wayne,0,0,1,,2,6,2,1,0,0,0,2,4,8,2,2,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,GH19N225,6,5,4/15/2019,2
0,190272,,4/22/2019,111,2019,Wayne,0,0,3.5,,0,0,1,0,0,0,0,,0,0,1,0,1,2,6,0,0,0,0,0,0,0,0,3,0,1,0,0,GH19N225,6,5,4/15/2019,2
0,190272,,4/18/2019,107,2019,Wayne,0,0,2,,0,0,0,0,0,0,0,,3,0,1,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,GH19N225,6,5,4/15/2019,1
1,190272,,4/17/2019,106,2019,Wayne,0,0,2.5,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,GH19N225,6,5,4/15/2019,1
0,190271,,5/5/2019,124,2019,Calhoun,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,4,1,0,0,GH19N225,5,6,4/15/2019,3
0,190271,,4/28/2019,117,2019,Calhoun,0,0,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,GH19N225,5,6,4/15/2019,2
1,190271,,4/21/2019,110,2019,Calhoun,0,0,2.5,,4,1,2,0,1,0,0,3,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,3,3,5,0,0,GH19N225,5,6,4/15/2019,1
0,190270,,5/1/2019,120,2019,Marion,0,0,3,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N225,4,1,4/15/2019,3
0,190270,,4/29/2019,118,2019,Marion,0,0,3.5,,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N225,4,1,4/15/2019,3
0,190270,,4/27/2019,116,2019,Marion,0,0,3.5,,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,5,0,0,GH19N225,4,1,4/15/2019,2
0,190270,,4/24/2019,113,2019,Marion,0,0,3.5,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N225,4,1,4/15/2019,2
0,190270,,4/23/2019,112,2019,Marion,0,0,3,,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N225,4,1,4/15/2019,2
0,190270,,4/22/2019,111,2019,Marion,0,0,3.5,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,GH19N225,4,1,4/15/2019,2
0,190270,,4/20/2019,109,2019,Marion,0,0,3,,0,0,0,0,0,0,0,,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,4,1,4/15/2019,1
0,190270,,4/19/2019,108,2019,Marion,0,0,3,,0,0,0,0,0,0,0,,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,5,0,0,GH19N225,4,1,4/15/2019,1
0,190270,,4/18/2019,107,2019,Marion,0,0,3,,0,0,2,0,0,0,0,,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,5,0,0,GH19N225,4,1,4/15/2019,1
0,190270,,4/16/2019,105,2019,Marion,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,GH19N225,4,1,4/15/2019,1
1,190270,,4/15/2019,104,2019,Marion,0,0,2,,0,2,1,1,1,0,0,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,GH19N225,4,1,4/15/2019,1
0,190269,137817,5/11/2019,130,2019,Upshur,0,0,5,,3,1,1,0,1,0,0,2,2,1,0,0,1,3,0,0,0,0,0,0,1,0,0,2,3,5,0,0,GH19N225,4,3,4/15/2019,4
0,190269,137817,5/4/2019,123,2019,Randolph,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,0,GH19N225,2,3,4/15/2019,3
0,190269,137817,4/27/2019,116,2019,Randolph,0,0,4,,0,0,0,0,0,0,0,,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,2,3,4/15/2019,2
1,190269,137817,4/26/2019,115,2019,Upshur,0,0,4,,5,0,5,6,1,0,0,2,1,0,9,0,2,3,0,0,0,0,0,0,0,0,0,2,3,5,0,0,GH19N225,4,3,4/15/2019,2
0,190268,129348,5/8/2019,127,2019,Wetzel,0,0,1,,3,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,5,1,4/15/2019,4
0,190268,129348,5/4/2019,123,2019,Marion,0,0,3,,5,2,0,2,0,0,0,1,0,2,0,0,2,4,3,0,0,0,0,0,0,0,0,2,4,2,0,0,GH19N225,4,1,4/15/2019,3
0,190268,129348,5/3/2019,122,2019,Wetzel,0,0,1,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,5,1,4/15/2019,3
0,190268,129348,5/1/2019,120,2019,Wetzel,0,0,1,,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,5,1,4/15/2019,3
0,190268,129348,4/27/2019,116,2019,Randolph,0,0,2,,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,2,3,4/15/2019,2
0,190268,129348,4/23/2019,112,2019,Marion,0,0,3,,6,1,1,0,0,0,0,3,3,1,0,0,0,4,10,0,0,0,0,1,0,0,0,2,1,4,0,0,GH19N225,4,1,4/15/2019,2
0,190268,129348,4/22/2019,111,2019,Wetzel,0,0,4,,8,0,0,0,0,0,0,4,6,0,0,0,0,2,8,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N225,5,1,4/15/2019,2
0,190268,129348,4/19/2019,108,2019,Marion,0,0,4,,3,3,3,0,0,0,0,4,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,2,3,4,0,0,GH19N225,4,1,4/15/2019,1
0,190268,129348,4/17/2019,106,2019,Wetzel,0,0,1,,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N225,5,1,4/15/2019,1
1,190268,129348,4/15/2019,104,2019,Wetzel,0,0,5,,3,4,2,2,1,0,0,2,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,3,6,5,0,0,GH19N225,5,1,4/15/2019,1
0,190267,,4/27/2019,116,2019,Nicholas,0,0,2,,1,1,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,5,0,0,GH19N225,3,3,4/15/2019,2
0,190267,,4/26/2019,115,2019,Greenbrier,0,0,3,,0,0,1,0,0,0,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,4,3,0,0,GH19N225,2,4,4/15/2019,2
0,190267,,4/25/2019,114,2019,Nicholas,0,0,1,,4,0,3,2,1,0,0,2,0,0,2,0,5,2,1,0,0,0,0,1,0,0,0,3,1,5,0,0,GH19N225,3,3,4/15/2019,2
1,190267,,4/19/2019,108,2019,Berkeley,0,0,4,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,GH19N225,1,2,4/15/2019,1
0,190266,328316,5/11/2019,130,2019,Mineral,0,0,5,,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,4
0,190266,328316,5/10/2019,129,2019,Mineral,0,0,7,,1,1,1,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,4
0,190266,328316,5/9/2019,128,2019,Mineral,0,0,3,,4,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,4
0,190266,328316,5/5/2019,124,2019,Mineral,0,0,7,,0,0,0,0,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,3
0,190266,328316,5/4/2019,123,2019,Mineral,0,0,7,,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,3
0,190266,328316,5/3/2019,122,2019,Pendleton,0,0,7,,7,0,2,2,0,0,0,3,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,3
0,190266,328316,5/2/2019,121,2019,Mineral,0,0,3,,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,3
0,190266,328316,4/28/2019,117,2019,Mineral,0,0,7,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,2
0,190266,328316,4/27/2019,116,2019,Mineral,0,0,7,,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,2
0,190266,328316,4/26/2019,115,2019,Mineral,0,0,7,,2,1,1,0,0,0,0,4,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,2
0,190266,328316,4/25/2019,114,2019,Mineral,0,0,5.5,,3,0,1,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,2
0,190266,328316,4/21/2019,110,2019,Mineral,0,0,7,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,1
0,190266,328316,4/20/2019,109,2019,Mineral,0,0,7,,0,0,0,0,0,0,0,,3,0,2,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,GH19N225,1,2,4/15/2019,1
0,190266,328316,4/19/2019,108,2019,Mineral,0,0,7,,2,0,0,0,0,0,0,5,1,0,2,0,2,18,10,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,1,2,4/15/2019,1
1,190266,328316,4/18/2019,107,2019,Mineral,0,0,7,,4,3,3,0,1,0,0,4,0,3,1,0,5,11,7,0,0,0,0,0,0,0,0,2,3,5,0,0,GH19N225,1,2,4/15/2019,1
0,190265,,5/10/2019,129,2019,Ohio,0,0,3.5,,1,0,0,0,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,0,0,GH19N225,5,1,4/15/2019,4
0,190265,,5/7/2019,126,2019,Ohio,0,0,4,,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,GH19N225,5,1,4/15/2019,4
0,190265,,4/30/2019,119,2019,Ohio,0,0,3,,4,1,1,0,1,0,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N225,5,1,4/15/2019,3
0,190265,,4/29/2019,118,2019,Ohio,0,0,2,,3,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N225,5,1,4/15/2019,3
0,190265,,4/25/2019,114,2019,Ohio,0,0,2.5,,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,5,1,4/15/2019,2
0,190265,,4/22/2019,111,2019,Ohio,0,0,2.5,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,GH19N225,5,1,4/15/2019,2
0,190265,,4/20/2019,109,2019,Ohio,0,0,3,,0,0,0,0,0,0,0,,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,GH19N225,5,1,4/15/2019,1
0,190265,,4/17/2019,106,2019,Ohio,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,GH19N225,5,1,4/15/2019,1
0,190265,,4/16/2019,105,2019,Ohio,0,0,5,,1,0,1,0,0,0,0,5,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,GH19N225,5,1,4/15/2019,1
0,190265,,4/15/2019,104,2019,Ohio,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,GH19N225,5,1,4/15/2019,1
1,190265,,4/13/2019,102,2019,Ohio,0,0,4.5,,0,0,0,0,0,0,0,,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,1,0,0,GH19N225,5,1,4/15/2019,0
0,190264,,4/23/2019,112,2019,Ohio,0,0,2,,1,1,1,0,1,0,0,1,1,2,4,1,0,3,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N225,5,1,4/15/2019,2
0,190264,,4/18/2019,107,2019,Ohio,0,0,5,,3,3,3,1,1,0,0,3,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N225,5,1,4/15/2019,1
1,190264,,4/16/2019,105,2019,Ohio,0,0,5,,4,3,3,0,0,0,0,3,0,7,4,4,1,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,5,1,4/15/2019,1
0,190263,59568,5/11/2019,130,2019,Jackson,0,0,4,,1,0,0,0,0,0,0,5,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,6,6,4/15/2019,4
0,190263,59568,5/10/2019,129,2019,Jackson,0,0,4,,0,0,0,0,0,0,0,,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,6,6,4/15/2019,4
0,190263,59568,5/5/2019,124,2019,Jackson,0,0,3,,0,0,0,0,0,0,0,,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,4,3,0,0,GH19N225,6,6,4/15/2019,3
0,190263,59568,5/4/2019,123,2019,Jackson,0,0,4,,2,1,2,0,0,0,0,2,1,1,3,0,0,5,2,0,0,0,0,0,0,0,0,2,2,4,0,0,GH19N225,6,6,4/15/2019,3
0,190263,59568,4/30/2019,119,2019,Jackson,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,0,2,0,0,GH19N225,6,6,4/15/2019,3
0,190263,59568,4/29/2019,118,2019,Jackson,0,0,3.5,,1,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,0,0,0,0,1,0,0,2,0,2,0,0,GH19N225,6,6,4/15/2019,3
0,190263,59568,4/25/2019,114,2019,Jackson,0,0,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,3,0,0,GH19N225,6,6,4/15/2019,2
0,190263,59568,4/24/2019,113,2019,Jackson,0,0,3,,0,0,2,0,0,0,0,,0,0,4,0,0,5,7,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,6,6,4/15/2019,2
0,190263,59568,4/23/2019,112,2019,Jackson,0,0,4,,6,0,1,0,0,0,0,2,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,6,6,4/15/2019,2
0,190263,59568,4/22/2019,111,2019,Jackson,0,0,4,,2,0,0,0,0,0,0,2,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,6,6,4/15/2019,2
0,190263,59568,4/21/2019,110,2019,Jackson,0,0,4,,1,0,1,0,0,0,0,3,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,6,6,4/15/2019,1
0,190263,59568,4/20/2019,109,2019,Jackson,0,0,2.5,,3,2,0,2,0,0,0,2,1,2,2,0,0,3,3,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N225,6,6,4/15/2019,1
0,190263,59568,4/19/2019,108,2019,Jackson,0,0,3,,2,0,2,0,0,0,0,1,2,0,5,0,0,1,7,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,6,6,4/15/2019,1
0,190263,59568,4/18/2019,107,2019,Jackson,0,0,2,,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,6,6,4/15/2019,1
0,190263,59568,4/17/2019,106,2019,Jackson,0,0,1.5,,2,1,1,0,1,0,0,2,0,1,1,0,0,9,3,0,0,0,0,0,1,0,0,2,1,5,0,0,GH19N225,6,6,4/15/2019,1
0,190263,59568,4/16/2019,105,2019,Jackson,0,0,3,,2,0,0,0,0,0,0,2,2,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,6,6,4/15/2019,1
0,190263,59568,4/15/2019,104,2019,Jackson,0,0,1,,1,1,1,0,1,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,3,5,0,0,GH19N225,6,6,4/15/2019,1
1,190263,59568,4/13/2019,102,2019,Jackson,0,0,3,,4,1,1,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N225,6,6,4/15/2019,0
0,190262,48626,5/7/2019,126,2019,Braxton,0,0,1,,5,1,1,0,1,0,0,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N225,4,3,4/15/2019,4
0,190262,48626,5/6/2019,125,2019,Webster,0,0,6,,1,0,0,0,0,0,0,3,2,2,2,2,0,0,4,0,0,0,0,0,0,0,0,2,2,3,0,0,GH19N225,2,3,4/15/2019,4
0,190262,48626,4/28/2019,117,2019,Webster,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,5,3,0,0,GH19N225,2,3,4/15/2019,2
0,190262,48626,4/27/2019,116,2019,Braxton,0,0,6,,0,0,0,0,0,0,0,,1,1,1,1,1,5,3,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,4,3,4/15/2019,2
0,190262,48626,4/26/2019,115,2019,Braxton,0,0,6,,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,4,3,4/15/2019,2
0,190262,48626,4/22/2019,111,2019,Lewis,0,0,3,,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,3,0,0,GH19N225,4,3,4/15/2019,2
0,190262,48626,4/21/2019,110,2019,Lewis,0,0,3,,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,GH19N225,4,3,4/15/2019,1
0,190262,48626,4/20/2019,109,2019,Lewis,0,0,5,,5,2,0,2,0,0,0,2,2,4,2,2,0,9,6,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,4,3,4/15/2019,1
0,190262,48626,4/18/2019,107,2019,Lewis,0,0,4,,3,0,0,0,0,0,0,2,2,2,2,2,0,8,3,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N225,4,3,4/15/2019,1
0,190262,48626,4/17/2019,106,2019,Lewis,0,0,4.5,,2,2,0,2,0,0,0,1,1,3,1,1,0,11,7,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,4,3,4/15/2019,1
1,190262,48626,4/15/2019,104,2019,Lewis,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,GH19N225,4,3,4/15/2019,1
0,190261,,5/8/2019,127,2019,Kanawha,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,3,5,4/15/2019,4
0,190261,,5/7/2019,126,2019,Kanawha,0,0,3,,2,1,0,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,3,5,4/15/2019,4
0,190261,,4/29/2019,118,2019,Kanawha,0,0,2.5,,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,2,3,0,0,GH19N225,3,5,4/15/2019,3
0,190261,,4/27/2019,116,2019,Kanawha,0,0,2.5,,4,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,3,1,3,0,0,GH19N225,3,5,4/15/2019,2
0,190261,,4/25/2019,114,2019,Kanawha,0,0,3,,0,0,0,0,0,0,0,,0,0,7,0,7,2,3,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,3,5,4/15/2019,2
0,190261,,4/24/2019,113,2019,Kanawha,0,0,3.5,,4,0,0,0,0,0,0,1,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,3,5,4/15/2019,2
0,190261,,4/22/2019,111,2019,Kanawha,0,0,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,3,5,4/15/2019,2
0,190261,,4/18/2019,107,2019,Ritchie,0,0,4,,5,0,0,0,0,0,0,2,2,0,0,0,0,8,15,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N225,5,6,4/15/2019,1
0,190261,,4/16/2019,105,2019,Ritchie,0,0,3.5,,12,0,0,0,0,0,0,2,10,1,1,1,1,0,4,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,5,6,4/15/2019,1
1,190261,,4/15/2019,104,2019,Kanawha,0,0,2,,7,4,4,1,1,0,0,3,4,4,9,0,14,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N225,3,5,4/15/2019,1
0,190260,,5/4/2019,123,2019,Hampshire,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,1,0,0,GH19N225,1,2,4/15/2019,3
0,190260,,4/27/2019,116,2019,Hampshire,0,0,2.5,,3,0,0,0,0,0,0,1,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N225,1,2,4/15/2019,2
0,190260,,4/24/2019,113,2019,Hampshire,0,0,4.5,,5,1,3,0,0,0,0,3,2,1,2,0,0,3,2,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N225,1,2,4/15/2019,2
0,190260,,4/23/2019,112,2019,Hampshire,0,0,2,,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N225,1,2,4/15/2019,2
0,190260,,4/22/2019,111,2019,Hampshire,0,0,3,,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N225,1,2,4/15/2019,2
0,190260,,4/20/2019,109,2019,Hampshire,0,0,3.5,,1,0,0,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2,2,2,0,0,GH19N225,1,2,4/15/2019,1
0,190260,,4/19/2019,108,2019,Hampshire,0,0,4,,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,1,2,4/15/2019,1
0,190260,,4/18/2019,107,2019,Hampshire,0,0,2.5,,0,0,0,0,0,0,0,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,1,2,4/15/2019,1
0,190260,,4/16/2019,105,2019,Hampshire,0,0,3.5,,10,6,6,0,1,0,0,4,6,9,5,3,0,0,3,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N225,1,2,4/15/2019,1
0,190260,,4/15/2019,104,2019,Hampshire,0,0,2,,3,0,0,0,0,0,0,5,1,1,1,1,0,4,1,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N225,1,2,4/15/2019,1
1,190260,,4/13/2019,102,2019,Hampshire,0,0,3,,9,3,3,0,0,0,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,5,0,0,GH19N225,1,2,4/15/2019,0
